4180.000000, 10.046
4250.000000, 9.839
4310.000000, 9.668
4370.000000, 9.501
4440.000000, 9.315
4500.000000, 9.162
4550.000000, 9.039
4620.000000, 8.874
4680.000000, 8.739
4750.000000, 8.589
4820.000000, 8.447
4870.000000, 8.351
4940.000000, 8.224
5000.000000, 8.120
5080.000000, 7.991
5150.000000, 7.886
5220.000000, 7.788
5300.000000, 7.685
5380.000000, 7.589
5450.000000, 7.512
5520.000000, 7.441
5600.000000, 7.367
5700.000000, 7.284
5800.000000, 7.210
5900.000000, 7.147
6000.000000, 7.092
6080.000000, 7.055
6150.000000, 7.027
6220.000000, 7.003
6300.000000, 6.980
6400.000000, 6.958
6500.000000, 6.942
6600.000000, 6.933
6700.000000, 6.928
6800.000000, 6.928
6900.000000, 6.932
7000.000000, 6.938
7100.000000, 6.945
7200.000000, 6.951
7300.000000, 6.956
7400.000000, 6.956
7500.000000, 6.950
7620.000000, 6.932
7750.000000, 6.894
7880.000000, 6.835
8000.000000, 6.758
8120.000000, 6.659
8250.000000, 6.530
8380.000000, 6.380
8500.000000, 6.225
8620.000000, 6.059
8750.000000, 5.869
8850.000000, 5.719
9000.000000, 5.488
9120.000000, 5.301
9250.000000, 5.097
9380.000000, 4.892
9500.000000, 4.704
9620.000000, 4.515
9750.000000, 4.312
9880.000000, 4.109
10000.000000, 3.923
10150.000000, 3.692
10300.000000, 3.463
10440.000000, 3.252
10600.000000, 3.013
10750.000000, 2.793
10900.000000, 2.578
11060.000000, 2.353
11200.000000, 2.162
11380.000000, 1.924
11500.000000, 1.771
11720.000000, 1.503
11800.000000, 1.410
12060.000000, 1.122
12200.000000, 0.976
12410.000000, 0.772
12500.000000, 0.689
12650.000000, 0.557
12800.000000, 0.433
13150.000000, 0.164
13200.000000, 0.128
13400.000000, -0.012
13600.000000, -0.145
13800.000000, -0.273
14000.000000, -0.397
14300.000000, -0.580
14500.000000, -0.701
14750.000000, -0.852
15000.000000, -1.006
15250.000000, -1.163
15500.000000, -1.323
15750.000000, -1.488
16000.000000, -1.658
16250.000000, -1.833
16500.000000, -2.013
16750.000000, -2.197
17000.000000, -2.384
17250.000000, -2.575
17500.000000, -2.766
17750.000000, -2.957
18000.000000, -3.145
18250.000000, -3.328
18500.000000, -3.510
18750.000000, -3.707
19000.000000, -3.950
19250.000000, -4.275
19500.000000, -4.695
19750.000000, -5.172
20000.000000, -5.616
